id,true_label,pred_label,method,method_full,alpha_adaptive,top_tokens,text
37,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġcontent"", 0.3753646832604804], [""Ġfeel"", 0.29113898127751014], [""ed"", 0.14659276617652914], [""Ġonly"", 0.09440182497002664], [""Ġwhen"", 0.014968229586437695], [""Ġreflecting"", 0.013165556270127934], [""i"", 0.012967920528185684], [""Ġi"", 0.008034864308138445], [""Ġreach"", 0.006898506993086166], [""Ġa"", 0.004902703522530746]]",i feel contented only when i reach a pool or lake or river or the sea reflecting sky where i can sit and be
37,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4685892000222849,"[[""Ġcontent"", 0.35878665411571514], [""Ġfeel"", 0.256737642756958], [""ed"", 0.14884639405083255], [""Ġonly"", 0.08561113656276222], [""Ġwhen"", 0.019650500447445523], [""Ġreflecting"", 0.017620021926312693], [""i"", 0.0174496670576739], [""Ġi"", 0.011249940340714299], [""Ġreach"", 0.010297594136591474], [""Ġa"", 0.007879451381571902]]",i feel contented only when i reach a pool or lake or river or the sea reflecting sky where i can sit and be
38,0,0,Attention,attention,,"[[""Ġa"", 0.4629818137961351], [""Ġblank"", 0.4629818137961351], [""i"", 0.027775317638593554], [""Ġfeel"", 0.019855322989821532], [""Ġlike"", 0.019855322989821532], [""Ġpage"", 0.0023263762582443294], [""Ġready"", 0.0023263762582443294], [""Ġnew"", 0.0007096936751152144], [""Ġchapter"", 0.0007096936751152144], [""Ġfor"", 0.00023913446138701345]]",i feel like a blank page ready for a new chapter
38,0,0,Integrated Gradients,ig,,"[[""Ġblank"", 0.4517017135372845], [""Ġa"", 0.16862641760300542], [""Ġpage"", 0.1593625784683995], [""Ġready"", 0.05735838255265165], [""Ġnew"", 0.03149610546480924], [""i"", 0.0281526846678445], [""Ġlike"", 0.02619333936403081], [""Ġfeel"", 0.022212290691963673], [""Ġchapter"", 0.020020105264285683], [""Ġfor"", 0.019064741464157934]]",i feel like a blank page ready for a new chapter
38,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġblank"", 0.4894442704753183], [""Ġa"", 0.352373742426856], [""Ġpage"", 0.07076578577474667], [""i"", 0.022541056383961033], [""Ġready"", 0.021373383123769758], [""Ġlike"", 0.016827773742998244], [""Ġfeel"", 0.014900073051682667], [""Ġnew"", 0.007877800961512178], [""Ġchapter"", 0.0023208999179989078], [""Ġfor"", 0.0015752141411562366]]",i feel like a blank page ready for a new chapter
38,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.47467221529855685,"[[""Ġblank"", 0.4570560637159429], [""Ġa"", 0.30834874559908265], [""Ġpage"", 0.084821856483233], [""Ġready"", 0.031236218212561197], [""i"", 0.02797355902408931], [""Ġlike"", 0.02318485909108636], [""Ġfeel"", 0.02109350361140071], [""Ġnew"", 0.01688265117950157], [""Ġchapter"", 0.01085398941692721], [""Ġfor"", 0.010128748883812634]]",i feel like a blank page ready for a new chapter
39,4,4,Attention,attention,,"[[""Ġtimid"", 0.4989035671117198], [""Ġtoo"", 0.4989035671117198], [""Ġpink"", 0.0007850892238078425], [""Ġladies"", 0.0007850892238078425], [""Ġup"", 0.00010867890862208188], [""market"", 0.00010867890862208188], [""Ġbeauty"", 9.862687616125359e-05], [""Ġsalon"", 9.862687616125359e-05], [""Ġfeeling"", 5.5006032946972226e-05], [""Ġwas"", 5.5006032946972226e-05]]",i would have said something but i was feeling too timid to bargain with the pink ladies in the upmarket beauty salon
39,4,4,Integrated Gradients,ig,,"[[""Ġtimid"", 0.4398723972769526], [""Ġtoo"", 0.19304377810565185], [""Ġto"", 0.12931173451857503], [""Ġbargain"", 0.025741497497866417], [""i"", 0.021104012613788956], [""Ġfeeling"", 0.018616810318479875], [""Ġwould"", 0.018034689167506553], [""Ġpink"", 0.015787445231063006], [""Ġwith"", 0.01245286568099512], [""Ġsaid"", 0.012391166513760134]]",i would have said something but i was feeling too timid to bargain with the pink ladies in the upmarket beauty salon
39,4,4,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġtimid"", 0.4933223973979023], [""Ġtoo"", 0.383363153262464], [""Ġto"", 0.05563524595721252], [""Ġbargain"", 0.0094959246096276], [""i"", 0.007424460629126937], [""Ġfeeling"", 0.006348821423467532], [""Ġwould"", 0.006056492680291962], [""Ġpink"", 0.005526422549652425], [""Ġwith"", 0.0035810008466400345], [""Ġsaid"", 0.0035423703585394793]]",i would have said something but i was feeling too timid to bargain with the pink ladies in the upmarket beauty salon
39,4,4,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.3987770650589989,"[[""Ġtimid"", 0.4634126739306604], [""Ġtoo"", 0.3150136470850563], [""Ġto"", 0.07774926305871097], [""Ġbargain"", 0.015480461184585412], [""i"", 0.012688630789441161], [""Ġfeeling"", 0.011214788483295516], [""Ġwould"", 0.010842870746138197], [""Ġpink"", 0.009804849733519552], [""Ġwith"", 0.00749435761041053], [""Ġsaid"", 0.007449855881025675]]",i would have said something but i was feeling too timid to bargain with the pink ladies in the upmarket beauty salon
40,1,1,Attention,attention,,"[[""Ġis"", 0.4425356203319298], [""Ġvital"", 0.4425356203319298], [""Ġdevelopment"", 0.01636337643891347], [""Ġeconomic"", 0.01636337643891347], [""Ġfocus"", 0.01474229764062237], [""Ġon"", 0.01474229764062237], [""Ġit"", 0.007685181988053092], [""Ġfeel"", 0.007685181988053092], [""Ġsafety"", 0.005333792367484471], [""Ġpublic"", 0.005333792367484471]]",i feel it is vital that we focus on economic development public safety and revitalizing our city doing so will help attract new residents and business owners and give those already here a reason to stay
40,1,1,Integrated Gradients,ig,,"[[""Ġvital"", 0.46035713765634273], [""Ġis"", 0.11236710486332985], [""Ġthat"", 0.1006082877526285], [""Ġfeel"", 0.04839278386821043], [""Ġit"", 0.04668494432165627], [""i"", 0.03134897118425148], [""Ġpublic"", 0.024697959284462886], [""Ġeconomic"", 0.023676912646085953], [""Ġdevelopment"", 0.021520856232102304], [""Ġfocus"", 0.020472415699885785]]",i feel it is vital that we focus on economic development public safety and revitalizing our city doing so will help attract new residents and business owners and give those already here a reason to stay
40,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġvital"", 0.4585693634535609], [""Ġis"", 0.3134965371970715], [""Ġthat"", 0.043119563164967], [""Ġfeel"", 0.024255165353530554], [""Ġit"", 0.023543187749394456], [""Ġeconomic"", 0.019191482856828066], [""Ġdevelopment"", 0.01829264907404818], [""Ġfocus"", 0.016876727642860762], [""Ġon"", 0.014215356068172952], [""i"", 0.013111037477528115]]",i feel it is vital that we focus on economic development public safety and revitalizing our city doing so will help attract new residents and business owners and give those already here a reason to stay
40,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.49693692023583536,"[[""Ġvital"", 0.4515009677232194], [""Ġis"", 0.2764400300991337], [""Ġthat"", 0.05204172453810297], [""Ġfeel"", 0.028163673559698545], [""Ġit"", 0.027304522537665975], [""Ġeconomic"", 0.02004254648726039], [""Ġdevelopment"", 0.018957914107496494], [""Ġfocus"", 0.017624908478927687], [""i"", 0.016265698453434133], [""Ġpublic"", 0.015075189813806985]]",i feel it is vital that we focus on economic development public safety and revitalizing our city doing so will help attract new residents and business owners and give those already here a reason to stay
41,5,5,Attention,attention,,"[[""Ġoverwhelmed"", 0.4390695483582344], [""Ġlittle"", 0.4390695483582344], [""Ġagain"", 0.02808921544232332], [""Ġwhen"", 0.02808921544232332], [""Ġlittle"", 0.009466076711212095], [""Ġproject"", 0.009466076711212095], [""Ġto"", 0.008712729424928652], [""Ġthis"", 0.008712729424928652], [""Ġfor"", 0.004912965778306098], [""Ġlo"", 0.004912965778306098]]",im starting to feel a little overwhelmed again when it comes to this little project that ive been working on for lo these many years
41,5,5,Integrated Gradients,ig,,"[[""Ġoverwhelmed"", 0.32029088644697834], [""Ġlittle"", 0.1647409278608213], [""Ġagain"", 0.09340925425400805], [""im"", 0.07880965656647018], [""Ġa"", 0.07850000783475558], [""Ġfeel"", 0.07340679006521768], [""Ġstarting"", 0.04124785974313318], [""Ġto"", 0.024967733008889242], [""Ġlittle"", 0.014130845170189024], [""Ġcomes"", 0.013892121969335841]]",im starting to feel a little overwhelmed again when it comes to this little project that ive been working on for lo these many years
41,5,5,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġoverwhelmed"", 0.3988670302157715], [""Ġlittle"", 0.33263057247720473], [""Ġagain"", 0.05563521931732149], [""Ġa"", 0.03297198707071619], [""im"", 0.03256569626679217], [""Ġfeel"", 0.03080318737053204], [""Ġwhen"", 0.020455995878439624], [""Ġstarting"", 0.0165720287108111], [""Ġlittle"", 0.010701436901072591], [""Ġto"", 0.009639606894613805]]",im starting to feel a little overwhelmed again when it comes to this little project that ive been working on for lo these many years
41,5,5,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.413176032702703,"[[""Ġoverwhelmed"", 0.36936738274520675], [""Ġlittle"", 0.2780869389347479], [""Ġagain"", 0.06642057976180957], [""Ġa"", 0.04643832050541897], [""im"", 0.04624949725908778], [""Ġfeel"", 0.043449498247589646], [""Ġstarting"", 0.02420798107700048], [""Ġwhen"", 0.017940101818939493], [""Ġto"", 0.014654412518708665], [""Ġlittle"", 0.012203474644832235]]",im starting to feel a little overwhelmed again when it comes to this little project that ive been working on for lo these many years
42,1,1,Attention,attention,,"[[""Ġfeel"", 0.4436647215477592], [""Ġassured"", 0.4436647215477592], [""Ġof"", 0.02489017474056472], [""Ġmy"", 0.02489017474056472], [""Ġin"", 0.010157325707419704], [""Ġplace"", 0.010157325707419704], [""Ġi"", 0.007625787298496006], [""Ġso"", 0.007625787298496006], [""Ġworld"", 0.006707326655679345], [""Ġthe"", 0.006707326655679345]]",i feel assured of my place in the world so i say things that are in my head more
42,1,1,Integrated Gradients,ig,,"[[""Ġassured"", 0.4536273953986742], [""Ġfeel"", 0.21353958073341395], [""Ġof"", 0.1376701213237968], [""i"", 0.06563880924516632], [""Ġin"", 0.020527170499823055], [""Ġplace"", 0.01622340580150683], [""Ġthe"", 0.013403464618314091], [""Ġmy"", 0.011085995341108915], [""Ġmore"", 0.01095856184027944], [""Ġworld"", 0.008867967946586421]]",i feel assured of my place in the world so i say things that are in my head more
42,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġassured"", 0.4589315266500826], [""Ġfeel"", 0.3573592431762646], [""Ġof"", 0.07181913385182417], [""i"", 0.028337165716352895], [""Ġmy"", 0.018266067256064607], [""Ġin"", 0.013343952757742854], [""Ġplace"", 0.011523188932009053], [""Ġthe"", 0.008242235030516194], [""Ġi"", 0.006358623770961216], [""Ġworld"", 0.0063234339690063455]]",i feel assured of my place in the world so i say things that are in my head more
42,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4758160191891442,"[[""Ġassured"", 0.44888699558645206], [""Ġfeel"", 0.32303680915103694], [""Ġof"", 0.08400761609619899], [""i"", 0.0360227643345416], [""Ġmy"", 0.017654245031130767], [""Ġin"", 0.015593032231092416], [""Ġplace"", 0.013337067719055785], [""Ġthe"", 0.01021733490899192], [""Ġworld"", 0.007839900208651322], [""Ġi"", 0.0076318061433864205]]",i feel assured of my place in the world so i say things that are in my head more
43,5,5,Attention,attention,,"[[""Ġweird"", 0.8497508867237119], [""i"", 0.042070357016653966], [""Ġthough"", 0.02224422310285209], [""Ġchild"", 0.02224422310285209], [""Ġteeth"", 0.01464273961638607], [""Ġstarted"", 0.01464273961638607], [""Ġmade"", 0.004985156796727615], [""Ġit"", 0.004985156796727615], [""Ġam"", 0.0048141264905878865], [""Ġa"", 0.0048141264905878865]]",i am a child though i only made it halfway through before my teeth started to feel weird
43,5,5,Integrated Gradients,ig,,"[[""Ġweird"", 0.2536445615986948], [""Ġfeel"", 0.22084646218533102], [""i"", 0.0902281777399204], [""Ġchild"", 0.06280714153675203], [""Ġto"", 0.060985925825427584], [""Ġthough"", 0.05220270280328573], [""Ġstarted"", 0.04561419301079162], [""Ġam"", 0.0319993748556893], [""Ġmade"", 0.028158679085183942], [""Ġa"", 0.028125640570210844]]",i am a child though i only made it halfway through before my teeth started to feel weird
43,5,5,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġweird"", 0.6339181731880013], [""Ġfeel"", 0.10387983713909645], [""i"", 0.06448740352629988], [""Ġchild"", 0.03896833918358809], [""Ġthough"", 0.03374022054580644], [""Ġstarted"", 0.02589105724827074], [""Ġto"", 0.025066627822190844], [""Ġam"", 0.013229823664701473], [""Ġmade"", 0.011439832890424332], [""Ġa"", 0.011320025048787007]]",i am a child though i only made it halfway through before my teeth started to feel weird
43,5,5,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.45256862262547615,"[[""Ġweird"", 0.523423580098858], [""Ġfeel"", 0.12124217369622203], [""i"", 0.0684334591465471], [""Ġchild"", 0.04444963741145239], [""Ġthough"", 0.03864443490930719], [""Ġto"", 0.033729500088889953], [""Ġstarted"", 0.03159748500737637], [""Ġam"", 0.019696184447363877], [""Ġmade"", 0.01767107002171649], [""Ġa"", 0.017575580751881488]]",i am a child though i only made it halfway through before my teeth started to feel weird
44,3,3,Attention,attention,,"[[""Ġrushed"", 0.37191924296076545], [""Ġover"", 0.37191924296076545], [""Ġcrying"", 0.06617410728311543], [""Ġfor"", 0.06617410728311543], [""Ġbeen"", 0.029480801067170603], [""Ġsearching"", 0.029480801067170603], [""Ġme"", 0.015216275723418202], [""Ġand"", 0.015216275723418202], [""Ġfreedom"", 0.00905009498992453], [""Ġthe"", 0.00905009498992453]]",i did that a deep emotional feeling rushed over me and i started crying for myself for the freedom i have been searching for
44,3,3,Integrated Gradients,ig,,"[[""Ġrushed"", 0.34793871859996417], [""Ġover"", 0.14955216293781443], [""Ġfeeling"", 0.12149260682016788], [""Ġcrying"", 0.09933970786105523], [""Ġstarted"", 0.04238033434785383], [""Ġfor"", 0.040501249196621986], [""Ġme"", 0.022915492255268743], [""Ġi"", 0.019245815154297227], [""Ġdeep"", 0.018546309575651697], [""Ġemotional"", 0.018287582740279112]]",i did that a deep emotional feeling rushed over me and i started crying for myself for the freedom i have been searching for
44,3,3,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġrushed"", 0.3699479874082417], [""Ġover"", 0.2856712368466109], [""Ġcrying"", 0.08087290162195772], [""Ġfor"", 0.055877689180556675], [""Ġfeeling"", 0.051972735998989626], [""Ġsearching"", 0.02088577080165882], [""Ġstarted"", 0.019878539798052784], [""Ġbeen"", 0.018716617016171146], [""Ġme"", 0.017828960687928157], [""Ġfreedom"", 0.010619769571665874]]",i did that a deep emotional feeling rushed over me and i started crying for myself for the freedom i have been searching for
44,3,3,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4290014147550878,"[[""Ġrushed"", 0.35822639747731677], [""Ġover"", 0.24494795486261822], [""Ġcrying"", 0.0851116182919169], [""Ġfeeling"", 0.07037152308041136], [""Ġfor"", 0.051514941636534264], [""Ġstarted"", 0.026280599421923394], [""Ġme"", 0.0196125174705991], [""Ġsearching"", 0.018335490662164194], [""Ġbeen"", 0.015419877981628648], [""Ġi"", 0.013070821692081309]]",i did that a deep emotional feeling rushed over me and i started crying for myself for the freedom i have been searching for
45,1,1,Attention,attention,,"[[""Ġfeeling"", 0.4925283873743677], [""Ġpositive"", 0.4925283873743677], [""Ġright"", 0.007368084940202099], [""Ġnow"", 0.007368084940202099], [""im"", 0.0002070553708603688]]",im feeling positive right now
45,1,1,Integrated Gradients,ig,,"[[""Ġpositive"", 0.3778124982033532], [""Ġfeeling"", 0.22948008052490812], [""Ġright"", 0.2063217842729354], [""im"", 0.1479117377016464], [""Ġnow"", 0.038473899297156854]]",im feeling positive right now
45,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġpositive"", 0.4637651911620372], [""Ġfeeling"", 0.39029970562972444], [""Ġright"", 0.08743209852678525], [""im"", 0.054201934141068886], [""Ġnow"", 0.004301070540384217]]",im feeling positive right now
45,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4726835964045535,"[[""Ġpositive"", 0.4320368172614545], [""Ġfeeling"", 0.35381870023463924], [""Ġright"", 0.1122796341543488], [""im"", 0.07809415725173835], [""Ġnow"", 0.02377069109781909]]",im feeling positive right now
46,4,4,Attention,attention,,"[[""Ġfeel"", 0.45390694999249154], [""Ġhelpless"", 0.45390694999249154], [""Ġangry"", 0.03306895166728741], [""Ġirrational"", 0.02928882610607901], [""Ġand"", 0.02928882610607901], [""i"", 0.0005394961355715101]]",i feel helpless irrational and angry
46,4,4,Integrated Gradients,ig,,"[[""Ġhelpless"", 0.48800567379476484], [""Ġirrational"", 0.19542745655683902], [""Ġfeel"", 0.17754146212383284], [""Ġangry"", 0.07349394460969433], [""Ġand"", 0.034709907743716996], [""i"", 0.030821555171151982]]",i feel helpless irrational and angry
46,4,4,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġhelpless"", 0.4972692444520214], [""Ġfeel"", 0.34490738259673587], [""Ġirrational"", 0.09808678375172522], [""Ġangry"", 0.040522744902532354], [""Ġand"", 0.01921384429698521], [""i"", 0.0]]",i feel helpless irrational and angry
46,4,4,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4397678391478428,"[[""Ġhelpless"", 0.47301015171054006], [""Ġfeel"", 0.29907811553887226], [""Ġirrational"", 0.12236503004452631], [""Ġangry"", 0.05571633281584525], [""Ġand"", 0.0323258903860889], [""i"", 0.01750447950412735]]",i feel helpless irrational and angry
